name,class
Mathematics,"[{"name":"JS1","teachers":[],"scheme":[],"assessments":[]},{"name":"JS2","teachers":[],"scheme":[],"assessments":[]},{"name":"JS3","teachers":[],"scheme":[],"assessments":[]},{"name":"SS1","teachers":[],"scheme":[],"assessments":[]},{"name":"SS2","teachers":[],"scheme":[],"assessments":[]},{"name":"SS3","teachers":[],"scheme":[],"assessments":[]}]"
English Language,"[{"name":"JS1","teachers":[],"scheme":[],"assessments":[]},{"name":"JS2","teachers":[],"scheme":[],"assessments":[]},{"name":"JS3","teachers":[],"scheme":[],"assessments":[]},{"name":"SS1","teachers":[],"scheme":[],"assessments":[]},{"name":"SS2","teachers":[],"scheme":[],"assessments":[]},{"name":"SS3","teachers":[],"scheme":[],"assessments":[]}]"
Igbo Language,"[{"name":"JS1","teachers":[],"scheme":[],"assessments":[]},{"name":"JS2","teachers":[],"scheme":[],"assessments":[]},{"name":"JS3","teachers":[],"scheme":[],"assessments":[]},{"name":"SS1","teachers":[],"scheme":[],"assessments":[]},{"name":"SS2","teachers":[],"scheme":[],"assessments":[]},{"name":"SS3","teachers":[],"scheme":[],"assessments":[]}]"
Agricultural Science,"[{"name":"JS1","teachers":[],"scheme":[],"assessments":[]},{"name":"JS2","teachers":[],"scheme":[],"assessments":[]},{"name":"JS3","teachers":[],"scheme":[],"assessments":[]},{"name":"SS1","teachers":[],"scheme":[],"assessments":[]},{"name":"SS2","teachers":[],"scheme":[],"assessments":[]},{"name":"SS3","teachers":[],"scheme":[],"assessments":[]}]"
Computer,"[{"name":"JS1","teachers":[],"scheme":[],"assessments":[]},{"name":"JS2","teachers":[],"scheme":[],"assessments":[]},{"name":"JS3","teachers":[],"scheme":[],"assessments":[]},{"name":"SS1","teachers":[],"scheme":[],"assessments":[]},{"name":"SS2","teachers":[],"scheme":[],"assessments":[]},{"name":"SS3","teachers":[],"scheme":[],"assessments":[]}]"
Civic Education,"[{"name":"JS1","teachers":[],"scheme":[],"assessments":[]},{"name":"JS2","teachers":[],"scheme":[],"assessments":[]},{"name":"JS3","teachers":[],"scheme":[],"assessments":[]},{"name":"SS1","teachers":[],"scheme":[],"assessments":[]},{"name":"SS2","teachers":[],"scheme":[],"assessments":[]},{"name":"SS3","teachers":[],"scheme":[],"assessments":[]}]"
French,"[{"name":"JS1","teachers":[],"scheme":[],"assessments":[]},{"name":"JS2","teachers":[],"scheme":[],"assessments":[]},{"name":"JS3","teachers":[],"scheme":[],"assessments":[]},{"name":"SS1","teachers":[],"scheme":[],"assessments":[]},{"name":"SS2","teachers":[],"scheme":[],"assessments":[]},{"name":"SS3","teachers":[],"scheme":[],"assessments":[]}]"
Religious Studies,"[{"name":"JS1","teachers":[],"scheme":[],"assessments":[]},{"name":"JS2","teachers":[],"scheme":[],"assessments":[]},{"name":"JS3","teachers":[],"scheme":[],"assessments":[]},{"name":"SS1","teachers":[],"scheme":[],"assessments":[]},{"name":"SS2","teachers":[],"scheme":[],"assessments":[]},{"name":"SS3","teachers":[],"scheme":[],"assessments":[]}]"
Basic Science,"[{"name":"JS1","teachers":[],"scheme":[],"assessments":[]},{"name":"JS2","teachers":[],"scheme":[],"assessments":[]},{"name":"JS3","teachers":[],"scheme":[],"assessments":[]}]"
Introductory Technology,"[{"name":"JS1","teachers":[],"scheme":[],"assessments":[]},{"name":"JS2","teachers":[],"scheme":[],"assessments":[]},{"name":"JS3","teachers":[],"scheme":[],"assessments":[]}]"
Physical Education,"[{"name":"JS1","teachers":[],"scheme":[],"assessments":[]},{"name":"JS2","teachers":[],"scheme":[],"assessments":[]},{"name":"JS3","teachers":[],"scheme":[],"assessments":[]}]"
Social Studies,"[{"name":"JS1","teachers":[],"scheme":[],"assessments":[]},{"name":"JS2","teachers":[],"scheme":[],"assessments":[]},{"name":"JS3","teachers":[],"scheme":[],"assessments":[]}]"
Business Studies,"[{"name":"JS1","teachers":[],"scheme":[],"assessments":[]},{"name":"JS2","teachers":[],"scheme":[],"assessments":[]},{"name":"JS3","teachers":[],"scheme":[],"assessments":[]}]"
Home Economics,"[{"name":"JS1","teachers":[],"scheme":[],"assessments":[]},{"name":"JS2","teachers":[],"scheme":[],"assessments":[]},{"name":"JS3","teachers":[],"scheme":[],"assessments":[]}]"
Cultural & Creative Arts,"[{"name":"JS1","teachers":[],"scheme":[],"assessments":[]},{"name":"JS2","teachers":[],"scheme":[],"assessments":[]},{"name":"JS3","teachers":[],"scheme":[],"assessments":[]}]"

